Id,listed price,last sold price,diffrence between prices
58226,229900.0,,229900
58227,495000.0,304901.0,190099
58228,1158477.0,,1158477
58229,399000.0,,399000
58230,1179000.0,,1179000
58231,475000.0,,475000
58232,979000.0,610000.0,369000
58233,270000.0,91500.0,178500
58234,675000.0,,675000
58235,219999.0,,219999
58236,479000.0,360000.0,119000
58237,519000.0,160000.0,359000
58238,290777.0,175000.0,115777
58239,799000.0,,799000
58240,489720.0,,489720
58241,359999.0,,359999
58242,2640000.0,,2640000
58243,619000.0,549000.0,70000
58244,1250000.0,,1250000
58245,2975000.0,1055000.0,1920000
58246,1225000.0,1165500.0,59500
58247,635000.0,415000.0,220000
58248,2950000.0,1950000.0,1000000
58249,750000.0,150000.0,600000
58250,329000.0,255000.0,74000
58251,439900.0,380000.0,59900
58252,269900.0,,269900
58253,513000.0,454000.0,59000
58254,174900.0,185000.0,-10100
58255,899900.0,520000.0,379900
58256,1649000.0,1550000.0,99000
58257,560000.0,140000.0,420000
58258,360000.0,353000.0,7000
58259,694500.0,730000.0,-35500
58260,950000.0,635000.0,315000
58261,1400000.0,,1400000
58262,899000.0,885000.0,14000
58263,949000.0,760000.0,189000
58264,222000.0,,222000
58265,550000.0,295000.0,255000
58266,679999.0,542500.0,137499
58267,349950.0,,349950
58268,429000.0,219500.0,209500
58269,599000.0,350500.0,248500
58270,599000.0,368000.0,231000
58271,1495000.0,236500.0,1258500
58272,395000.0,126000.0,269000
58273,850000.0,,850000
58274,540000.0,,540000
58275,384950.0,307000.0,77950
58276,698999.0,520000.0,178999
58277,795000.0,,795000
58278,670000.0,150500.0,519500
58279,1298000.0,950000.0,348000
58280,3649000.0,3330000.0,319000
58281,849000.0,372000.0,477000
58282,179000.0,,179000
58283,450000.0,208000.0,242000
58284,629000.0,395000.0,234000
58285,829000.0,720000.0,109000
58286,575000.0,320000.0,255000
58287,949900.0,785000.0,164900
58288,854990.0,,854990
58289,330000.0,269000.0,61000
58290,800000.0,655000.0,145000
58291,504900.0,398000.0,106900
58292,619000.0,504000.0,115000
58293,209900.0,,209900
58294,255500.0,,255500
58295,305500.0,294500.0,11000
58296,410000.0,,410000
58297,280000.0,,280000
58298,285000.0,242500.0,42500
58299,339900.0,175000.0,164900
58300,455000.0,,455000
58301,309000.0,153000.0,156000
58302,2195000.0,1480000.0,715000
58303,525000.0,500000.0,25000
58304,589000.0,245000.0,344000
58305,250000.0,139000.0,111000
58306,670000.0,,670000
58307,1049000.0,545000.0,504000
58308,775000.0,619000.0,156000
58309,625000.0,560000.0,65000
58310,824900.0,,824900
58311,1395000.0,,1395000
58312,659900.0,455000.0,204900
58313,719000.0,610000.0,109000
58314,1495000.0,,1495000
58315,499900.0,430000.0,69900
58316,358900.0,330000.0,28900
58317,865000.0,728500.0,136500
58318,625000.0,548000.0,77000
58319,269900.0,179000.0,90900
58320,525000.0,134500.0,390500
58321,750000.0,,750000
58322,300000.0,,300000
58323,2850000.0,1505000.0,1345000
58324,758000.0,599000.0,159000
58325,1198800.0,,1198800
58326,749900.0,655000.0,94900
58327,479000.0,,479000
58328,658888.0,253000.0,405888
58329,999995.0,,999995
58330,2680000.0,1600000.0,1080000
58331,670000.0,,670000
58332,400000.0,,400000
58333,685000.0,187000.0,498000
58334,569000.0,,569000
58335,430000.0,220000.0,210000
58336,605852.0,,605852
58337,2695000.0,729500.0,1965500
58338,779900.0,615000.0,164900
58339,2199000.0,,2199000
58340,199900.0,,199900
58341,2699000.0,,2699000
58342,175000.0,,175000
58343,499500.0,136500.0,363000
58344,329900.0,310000.0,19900
58345,615000.0,277000.0,338000
58346,650000.0,565000.0,85000
58347,325000.0,289000.0,36000
58348,659000.0,,659000
58349,599999.0,,599999
58350,625000.0,570000.0,55000
58351,2499900.0,2083000.0,416900
58352,825000.0,645000.0,180000
58353,475000.0,280000.0,195000
58354,2125000.0,1350000.0,775000
58355,1098888.0,,1098888
58356,449000.0,325000.0,124000
58357,275000.0,,275000
58358,800000.0,,800000
58359,435000.0,270000.0,165000
58360,409900.0,239000.0,170900
58361,2575000.0,980000.0,1595000
58362,175000.0,140000.0,35000
58363,2400000.0,,2400000
58364,539000.0,,539000
58365,345000.0,155000.0,190000
58366,9000000.0,,9000000
58367,345000.0,288500.0,56500
58368,3250000.0,,3250000
58369,2075000.0,1350000.0,725000
58370,715000.0,715000.0,0
58371,1595000.0,1360000.0,235000
58372,435000.0,310000.0,125000
58373,1150000.0,,1150000
58374,400000.0,272000.0,128000
58375,1188000.0,,1188000
58376,395000.0,295000.0,100000
58377,1399000.0,,1399000
58378,305000.0,154000.0,151000
58379,785000.0,,785000
58380,439900.0,2000.0,437900
58381,799900.0,630000.0,169900
58382,899990.0,,899990
58383,4698000.0,,4698000
58384,640000.0,480000.0,160000
58385,549900.0,385000.0,164900
58386,789777.0,205000.0,584777
58387,489000.0,186123.0,302877
58388,12500000.0,,12500000
58389,582900.0,,582900
58390,129500.0,85500.0,44000
58391,595000.0,480000.0,115000
58392,182200.0,75000.0,107200
58393,835000.0,593000.0,242000
58394,413000.0,120700.0,292300
58395,898000.0,,898000
58396,699900.0,335000.0,364900
58397,394900.0,285000.0,109900
58398,1049000.0,1193715.0,-144715
58399,298000.0,83000.0,215000
58400,850000.0,,850000
58401,850000.0,,850000
58402,649900.0,470000.0,179900
58403,749000.0,40000.0,709000
58404,1525000.0,700000.0,825000
58405,609000.0,535000.0,74000
58406,440000.0,300000.0,140000
58407,275000.0,265865.0,9135
58408,559000.0,345000.0,214000
58409,230000.0,109000.0,121000
58410,250000.0,235000.0,15000
58411,299000.0,20000.0,279000
58412,715000.0,,715000
58413,540000.0,405000.0,135000
58414,345000.0,,345000
58415,849000.0,575000.0,274000
58416,575000.0,,575000
58417,310000.0,,310000
58418,1095000.0,820000.0,275000
58419,1790900.0,520000.0,1270900
58420,595000.0,375000.0,220000
58421,4775000.0,2709750.0,2065250
58422,460000.0,,460000
58423,689900.0,510000.0,179900
58424,350000.0,,350000
58425,475000.0,,475000
58426,529000.0,475000.0,54000
58427,210000.0,,210000
58428,429500.0,392500.0,37000
58429,219000.0,,219000
58430,1668000.0,990000.0,678000
58431,149900.0,,149900
58432,1549900.0,,1549900
58433,129000.0,53000.0,76000
58434,610000.0,,610000
58435,485000.0,,485000
58436,598000.0,162000.0,436000
58437,358000.0,,358000
58438,289900.0,260000.0,29900
58439,350000.0,,350000
58440,750000.0,446250.0,303750
58441,4000.0,,4000
58442,2400000.0,400000.0,2000000
58443,825000.0,199000.0,626000
58444,589000.0,450000.0,139000
58445,2750000.0,,2750000
58446,554990.0,,554990
58447,390000.0,,390000
58448,460000.0,,460000
58449,309000.0,317500.0,-8500
58450,499000.0,333000.0,166000
58451,925000.0,,925000
58452,599900.0,352000.0,247900
58453,1299888.0,220000.0,1079888
58454,521500.0,300000.0,221500
58455,774800.0,,774800
58456,129900.0,,129900
58457,325900.0,,325900
58458,1249000.0,585000.0,664000
58459,589900.0,,589900
58460,3300000.0,,3300000
58461,2755000.0,1250000.0,1505000
58462,1900000.0,,1900000
58463,980000.0,,980000
58464,565000.0,490000.0,75000
58465,1550000.0,583000.0,967000
58466,774900.0,,774900
58467,1399000.0,900000.0,499000
58468,540000.0,,540000
58469,310000.0,,310000
58470,1630000.0,1175000.0,455000
58471,549900.0,,549900
58472,1399000.0,,1399000
58473,1999500.0,1550000.0,449500
58474,585000.0,,585000
58475,630000.0,277500.0,352500
58476,799999.0,,799999
58477,1075000.0,611500.0,463500
58478,605000.0,329000.0,276000
58479,899000.0,3300.0,895700
58480,525000.0,,525000
58481,449900.0,146000.0,303900
58482,649000.0,,649000
58483,595000.0,,595000
58484,350000.0,355000.0,-5000
58485,130000.0,,130000
58486,468800.0,310000.0,158800
58487,2499000.0,1150000.0,1349000
58488,495000.0,328000.0,167000
58489,429500.0,237000.0,192500
58490,599888.0,332000.0,267888
58491,235000.0,120000.0,115000
58492,255000.0,122000.0,133000
58493,825000.0,660000.0,165000
58494,1875000.0,350000.0,1525000
58495,429000.0,197000.0,232000
58496,529000.0,230000.0,299000
58497,329999.0,72000.0,257999
58498,1298000.0,885000.0,413000
58499,599900.0,,599900
58500,698900.0,,698900
58501,1295000.0,725000.0,570000
58502,675000.0,,675000
58503,788888.0,560000.0,228888
58504,615000.0,230000.0,385000
58505,569000.0,240000.0,329000
58506,608000.0,,608000
58507,758000.0,,758000
58508,695000.0,,695000
58509,609900.0,563000.0,46900
58510,649900.0,236000.0,413900
58511,625000.0,125000.0,500000
58512,1995000.0,,1995000
58513,555300.0,341500.0,213800
58514,898500.0,850000.0,48500
58515,2295000.0,,2295000
58516,675000.0,,675000
58517,289000.0,,289000
58518,420000.0,125500.0,294500
58519,840000.0,449000.0,391000
58520,1395000.0,,1395000
58521,305500.0,294500.0,11000
58522,599990.0,389500.0,210490
58523,420000.0,,420000
58524,352500.0,,352500
58525,599000.0,139000.0,460000
58526,539000.0,245000.0,294000
58527,309000.0,,309000
58528,2085000.0,1810000.0,275000
58529,2100000.0,,2100000
58530,649950.0,,649950
58531,390000.0,165000.0,225000
58532,329000.0,,329000
58533,598000.0,,598000
58534,679000.0,565000.0,114000
58535,225000.0,78500.0,146500
58536,159000.0,60000.0,99000
58537,229900.0,,229900
58538,580000.0,,580000
58539,1195000.0,,1195000
58540,670000.0,545000.0,125000
58541,499900.0,495000.0,4900
58542,399000.0,339500.0,59500
58543,1595000.0,120000.0,1475000
58544,1185000.0,,1185000
58545,999998.0,725000.0,274998
58546,3079000.0,,3079000
58547,1294642.0,775000.0,519642
58548,679900.0,,679900
58549,1165529.0,,1165529
58550,149900.0,,149900
58551,1795000.0,1200000.0,595000
58552,649900.0,365000.0,284900
58553,406590.0,,406590
58554,639900.0,350000.0,289900
58555,619000.0,510000.0,109000
58556,275000.0,,275000
58557,167000.0,,167000
58558,1310000.0,,1310000
58559,899000.0,,899000
58560,995000.0,,995000
58561,3980000.0,10000.0,3970000
58562,560000.0,135000.0,425000
58563,345000.0,198133.0,146867
58564,574990.0,,574990
58565,854990.0,,854990
58566,988000.0,,988000
58567,1250000.0,790000.0,460000
58568,1288000.0,,1288000
58569,1989000.0,1650000.0,339000
58570,374000.0,265000.0,109000
58571,615000.0,,615000
58572,549999.0,445000.0,104999
58573,184900.0,51500.0,133400
58574,649999.0,,649999
58575,359900.0,334000.0,25900
58576,1075000.0,670000.0,405000
58577,1385000.0,,1385000
58578,899000.0,405000.0,494000
58579,899000.0,755000.0,144000
58580,1275000.0,,1275000
58581,550000.0,350000.0,200000
58582,689900.0,170000.0,519900
58583,489900.0,230000.0,259900
58584,399999.0,323000.0,76999
58585,385000.0,269000.0,116000
58586,949000.0,820000.0,129000
58587,4450000.0,750000.0,3700000
58588,529800.0,,529800
58589,919990.0,,919990
58590,2475000.0,,2475000
58591,539800.0,490000.0,49800
58592,490000.0,225000.0,265000
58593,650000.0,600000.0,50000
58594,559000.0,890000.0,-331000
58595,875000.0,585000.0,290000
58596,489800.0,166000.0,323800
58597,695000.0,,695000
58598,399900.0,268000.0,131900
58599,1112900.0,1084600.0,28300
58600,2199000.0,1686000.0,513000
58601,649900.0,600000.0,49900
58602,875000.0,,875000
58603,595000.0,410000.0,185000
58604,539000.0,,539000
58605,699000.0,516000.0,183000
58606,589000.0,510000.0,79000
58607,439990.0,272000.0,167990
58608,495000.0,305000.0,190000
58609,424900.0,,424900
58610,950000.0,525000.0,425000
58611,400000.0,119000.0,281000
58612,255000.0,120000.0,135000
58613,575000.0,406000.0,169000
58614,325000.0,111000.0,214000
58615,700000.0,,700000
58616,429900.0,,429900
58617,410000.0,,410000
58618,1849000.0,958000.0,891000
58619,619900.0,586000.0,33900
58620,710000.0,110000.0,600000
58621,450000.0,120000.0,330000
58622,779000.0,573500.0,205500
58623,395000.0,,395000
58624,429000.0,300000.0,129000
58625,298500.0,200000.0,98500
58626,589000.0,,589000
58627,429000.0,289000.0,140000
58628,600000.0,158000.0,442000
58629,559000.0,450000.0,109000
58630,1649000.0,,1649000
58631,425000.0,270000.0,155000
58632,475000.0,470000.0,5000
58633,2100000.0,,2100000
58634,315500.0,333000.0,-17500
58635,669000.0,535000.0,134000
58636,285000.0,300000.0,-15000
58637,225000.0,,225000
58638,775000.0,412000.0,363000
58639,988000.0,,988000
58640,364900.0,355500.0,9400
58641,1098000.0,,1098000
58642,339000.0,155000.0,184000
58643,300000.0,95500.0,204500
58644,304900.0,,304900
58645,365000.0,350000.0,15000
58646,950000.0,,950000
58647,374999.0,,374999
58648,350000.0,,350000
58649,275000.0,250000.0,25000
58650,750000.0,345000.0,405000
58651,414900.0,340000.0,74900
58652,799000.0,,799000
58653,389000.0,129000.0,260000
58654,699000.0,298000.0,401000
58655,389900.0,150000.0,239900
58656,265000.0,20000.0,245000
58657,241372.0,202500.0,38872
58658,344000.0,338000.0,6000
58659,275000.0,266000.0,9000
58660,449900.0,250000.0,199900
58661,638888.0,,638888
58662,209900.0,,209900
58663,695000.0,,695000
58664,895000.0,,895000
58665,525000.0,,525000
58666,495000.0,,495000
58667,125000.0,,125000
58668,800000.0,225000.0,575000
58669,575000.0,499000.0,76000
58670,1650000.0,1200000.0,450000
58671,275000.0,297500.0,-22500
58672,995000.0,,995000
58673,3350000.0,775000.0,2575000
58674,1099888.0,,1099888
58675,215000.0,,215000
58676,369800.0,375000.0,-5200
58677,859500.0,680000.0,179500
58678,2399000.0,1650000.0,749000
58679,748000.0,648000.0,100000
58680,3000000.0,,3000000
58681,389999.0,145000.0,244999
58682,680000.0,,680000
58683,899000.0,696000.0,203000
58684,1150000.0,,1150000
58685,349900.0,355000.0,-5100
58686,974777.0,,974777
58687,265000.0,,265000
58688,1100000.0,615000.0,485000
58689,415000.0,339000.0,76000
58690,299000.0,,299000
58691,1100000.0,,1100000
58692,629000.0,510000.0,119000
58693,1895000.0,,1895000
58694,255000.0,169000.0,86000
58695,949950.0,220000.0,729950
58696,490000.0,,490000
58697,614900.0,290000.0,324900
58698,899800.0,645000.0,254800
58699,345000.0,,345000
58700,585000.0,440000.0,145000
58701,219900.0,170000.0,49900
58702,1150000.0,,1150000
58703,620000.0,168000.0,452000
58704,225000.0,557500.0,-332500
58705,353000.0,,353000
58706,250000.0,,250000
58707,279900.0,265000.0,14900
58708,1299000.0,389000.0,910000
58709,185000.0,,185000
58710,332000.0,78500.0,253500
58711,1249000.0,15000.0,1234000
58712,799000.0,680000.0,119000
58713,600000.0,,600000
58714,263000.0,263000.0,0
58715,459000.0,343000.0,116000
58716,780000.0,,780000
58717,525000.0,,525000
58718,475000.0,,475000
58719,550000.0,,550000
58720,379900.0,133000.0,246900
58721,999888.0,950000.0,49888
58722,315000.0,,315000
58723,730000.0,218500.0,511500
58724,1979000.0,695000.0,1284000
58725,799000.0,295000.0,504000
58726,850000.0,,850000
58727,2500000.0,1700000.0,800000
58728,549000.0,422000.0,127000
58729,735000.0,600000.0,135000
58730,710000.0,250000.0,460000
58731,430000.0,200000.0,230000
58732,418000.0,315000.0,103000
58733,550000.0,,550000
58734,1399000.0,,1399000
58735,1095000.0,650000.0,445000
58736,4150000.0,905000.0,3245000
58737,1150000.0,,1150000
58738,300000.0,100000.0,200000
58739,999999.0,,999999
58740,230000.0,501818.0,-271818
58741,185000.0,,185000
58742,1050000.0,570000.0,480000
58743,698000.0,162000.0,536000
58744,1149000.0,,1149000
58745,694900.0,,694900
58746,549800.0,521000.0,28800
58747,955599.0,315000.0,640599
58748,9750000.0,,9750000
58749,650000.0,,650000
58750,449900.0,394500.0,55400
58751,635000.0,,635000
58752,3100000.0,837500.0,2262500
58753,850000.0,,850000
58754,1160000.0,1085000.0,75000
58755,200000.0,176000.0,24000
58756,1750000.0,,1750000
58757,585000.0,425000.0,160000
58758,799000.0,290000.0,509000
58759,399000.0,140000.0,259000
58760,450000.0,385000.0,65000
58761,589000.0,202500.0,386500
58762,550000.0,365000.0,185000
58763,685000.0,425000.0,260000
58764,410000.0,361000.0,49000
58765,1025000.0,800000.0,225000
58766,529000.0,335000.0,194000
58767,340000.0,,340000
58768,1995000.0,1850000.0,145000
58769,578000.0,490000.0,88000
58770,490000.0,,490000
58771,199000.0,,199000
58772,875000.0,,875000
58773,799000.0,210000.0,589000
58774,325000.0,,325000
58775,399999.0,,399999
58776,499000.0,,499000
58777,435000.0,,435000
58778,465000.0,391500.0,73500
58779,430000.0,202000.0,228000
58780,260000.0,187000.0,73000
58781,549500.0,37000.0,512500
58782,444000.0,335000.0,109000
58783,495000.0,345000.0,150000
58784,890000.0,578000.0,312000
58785,1750000.0,,1750000
58786,319000.0,,319000
58787,815000.0,675000.0,140000
58788,2500000.0,,2500000
58789,420000.0,220000.0,200000
58790,450000.0,255000.0,195000
58791,1158500.0,774000.0,384500
58792,2970900.0,156500.0,2814400
58793,760000.0,500000.0,260000
58794,769999.0,,769999
58795,409000.0,140000.0,269000
58796,515000.0,310000.0,205000
58797,416500.0,215000.0,201500
58798,1495000.0,,1495000
58799,579888.0,275000.0,304888
58800,825000.0,,825000
58801,365000.0,260000.0,105000
58802,675000.0,227000.0,448000
58803,600000.0,,600000
58804,1195000.0,,1195000
58805,420000.0,350500.0,69500
58806,769000.0,770000.0,-1000
58807,1895000.0,,1895000
58808,2175000.0,892500.0,1282500
58809,1200000.0,,1200000
58810,1045000.0,1045000.0,0
58811,139900.0,,139900
58812,225000.0,,225000
58813,1900000.0,,1900000
58814,625000.0,335500.0,289500
58815,1999000.0,,1999000
58816,490000.0,350000.0,140000
58817,999999.0,,999999
58818,1598000.0,,1598000
58819,1138000.0,608000.0,530000
58820,485000.0,308000.0,177000
58821,629000.0,590000.0,39000
58822,624900.0,385000.0,239900
58823,2108000.0,895000.0,1213000
58824,275000.0,,275000
58825,588500.0,413000.0,175500
58826,339900.0,105000.0,234900
58827,1075000.0,,1075000
58828,215000.0,,215000
58829,4350000.0,,4350000
58830,429900.0,160000.0,269900
58831,599999.0,432000.0,167999
58832,225000.0,95000.0,130000
58833,169900.0,80000.0,89900
58834,399000.0,240000.0,159000
58835,668000.0,,668000
58836,135000.0,190500.0,-55500
58837,225000.0,180000.0,45000
58838,750000.0,389000.0,361000
58839,615000.0,,615000
58840,540000.0,339000.0,201000
58841,275000.0,221000.0,54000
58842,529900.0,475000.0,54900
58843,325000.0,195500.0,129500
58844,475000.0,,475000
58845,550000.0,,550000
58846,460000.0,415000.0,45000
58847,130000.0,,130000
58848,899000.0,,899000
58849,854990.0,,854990
58850,575000.0,,575000
58851,449800.0,,449800
58852,540000.0,,540000
58853,1049000.0,,1049000
58854,495000.0,,495000
58855,443888.0,220000.0,223888
58856,1050000.0,625500.0,424500
58857,419000.0,302000.0,117000
58858,379900.0,355000.0,24900
58859,450000.0,330000.0,120000
58860,1850000.0,1100000.0,750000
58861,280000.0,255000.0,25000
58862,349000.0,290000.0,59000
58863,875000.0,465000.0,410000
58864,300000.0,130000.0,170000
58865,747000.0,270000.0,477000
58866,749900.0,,749900
58867,300000.0,285000.0,15000
58868,2950000.0,1165000.0,1785000
58869,579000.0,,579000
58870,429000.0,159000.0,270000
58871,124950.0,,124950
58872,545000.0,175000.0,370000
58873,220000.0,150000.0,70000
58874,4500000.0,,4500000
58875,550000.0,,550000
58876,3095000.0,2570000.0,525000
58877,588888.0,269000.0,319888
58878,299000.0,,299000
58879,525000.0,,525000
58880,325000.0,,325000
58881,299900.0,215000.0,84900
58882,2780000.0,2450000.0,330000
58883,819000.0,549000.0,270000
58884,499000.0,399000.0,100000
58885,200000.0,,200000
58886,520000.0,285500.0,234500
58887,699000.0,,699000
58888,430000.0,278500.0,151500
